Time,target 1:gun 2:fighter,gun_active,vector,shoot,die
0,-1,1,-0.6616265,0,0
0.09999999,-1,1,-0.6395096,0,0
0.2,-1,1,-0.6159205,0,0
0.3,-1,1,-0.618674,0,0
0.4,-1,1,-0.592943,0,0
0.5,-1,1,-0.5658597,0,0
0.6,-1,1,-0.5665573,0,0
0.7,-1,1,-0.537529,0,0
0.8,-1,1,-0.5659447,0,0
0.9,-1,1,-0.5403912,0,0
1,-1,1,-0.5102109,0,0
1.1,-1,1,-0.4788798,0,0
1.2,-1,1,-0.4772132,0,0
1.3,-1,1,-0.4442595,0,0
1.4,-1,1,-0.4146567,0,0
1.5,-1,1,-0.4120047,0,0
1.6,-1,1,-0.4400335,0,0
1.7,-1,1,-0.405162,0,0
1.8,-1,1,-0.401003,0,0
1.9,-1,1,-0.3769512,0,0
2,-1,1,-0.3520319,0,0
2.1,-1,1,-0.3159966,0,0
2.2,-1,1,-0.2792574,0,0
2.3,-1,1,-0.2537473,0,0
2.4,-1,1,-0.2498824,0,0
2.5,-1,1,-0.2123216,0,0
2.6,-1,1,-0.2079315,0,0
2.7,-1,1,-0.2032935,0,0
2.8,-1,1,-0.1984134,0,0
2.9,-1,1,-0.1597036,0,0
3,-1,1,-0.1880029,0,0
3.1,-1,1,-0.1489037,0,0
3.2,-1,1,-0.1094743,0,0
3.3,-1,1,-0.06980088,0,0
3.4,-1,1,-0.0299709,0,0
3.5,-1,1,-0.02406046,0,0
3.6,0,1,4.214174E-06,0,0
3.7,0,1,0.03989412,0,0
3.8,0,1,0.07969975,0,0
3.9,0,1,0.119333,0,0
4,0,1,0.1587073,0,0
4.1,0,1,0.197735,0,0
4.2,0,1,0.1694727,0,0
4.3,0,1,0.1265391,0,0
4.4,0,1,0.1509569,0,0
4.5,0,1,0.1899655,0,0
4.6,0,1,0.1951765,0,0
4.7,0,1,0.233549,0,0
4.8,0,1,0.264775,0,0
4.9,0,1,0.2887778,0,0
5,0,1,0.3194258,0,0
5.1,0,1,0.3566718,0,0
5.2,0,1,0.3931314,0,0
5.3,0,1,0.3974604,0,0
5.4,0,1,0.4326,0,0
5.5,0,1,0.4561735,0,0
5.6,0,1,0.4848325,0,0
5.7,0,1,0.518538,0,0
5.8,0,1,0.5510875,0,0
5.9,0,1,0.5824047,0,0
6,0,1,0.6124148,0,0
6.1,0,1,0.6410457,0,0
6.2,0,1,0.6661751,0,0
6.3,0,1,0.6926348,0,0
6.4,0,1,0.6927745,0,0
6.5,0,1,0.6660796,0,0
6.6,0,1,0.6372752,0,0
6.7,0,1,0.6637563,0,0
6.8,0,1,0.6887287,0,0
6.9,0,1,0.7121807,0,0
7,0,1,0.7356543,0,0
7.1,0,1,0.7574419,0,0
7.2,0,1,0.7774858,0,0
7.3,0,1,0.751906,0,0
7.4,0,1,0.7243682,0,0
7.5,0,1,0.7191893,0,0
7.6,0,1,0.6888229,0,0
7.7,0,1,0.6566415,0,0
7.8,0,1,0.6227224,0,0
7.9,0,1,0.6014009,0,0
8,0,1,0.5725048,0,0
