Time,target 1:gun 2:fighter,gun_active,vector,shoot,die
0,-1,1,-0.02150439,0,0
0.09999999,0,1,0.008977,0,0
0.2,0,1,0.03944279,0,0
0.3,0,1,0.06982237,0,0
0.4,0,1,0.1000471,0,0
0.5,0,1,0.1300477,0,0
0.6,0,1,0.159755,0,0
0.7,0,1,0.1891008,0,0
0.8,0,1,0.2180171,0,0
0.9,0,1,0.2464377,0,0
1,0,1,0.2742966,0,0
1.1,0,1,0.3015284,0,0
1.2,0,1,0.3280701,0,0
1.3,0,1,0.3538591,0,0
1.4,0,1,0.3788345,0,0
1.5,0,1,0.409002,0,0
1.6,0,1,0.438731,0,0
1.7,0,1,0.4618792,0,0
1.8,0,1,0.4967343,0,0
1.9,0,1,0.5188404,0,0
2,0,1,0.5397418,0,0
2.1,0,1,0.5593869,0,0
2.2,0,1,0.5932362,0,0
2.3,0,1,0.6116132,0,0
2.4,0,1,0.6441625,0,0
2.5,0,1,0.668594,0,0
2.6,0,1,0.6922905,0,0
2.7,0,1,0.7218626,0,0
2.8,0,1,0.7497807,0,0
2.9,0,1,0.7711102,0,0
3,0,1,0.7915803,0,0
3.1,1,1,0.8160189,0,0
3.2,1,1,0.8346995,0,0
3.3,1,1,0.8563014,0,0
3.4,1,1,0.8692076,0,0
3.5,1,1,0.8849894,0,0
3.6,1,1,0.9036322,0,0
3.7,1,1,0.9173787,0,0
3.8,1,1,0.9300686,0,0
3.9,1,1,0.9444534,0,0
4,1,1,0.956602,0,0
4.1,1,1,0.9664747,0,0
4.2,1,1,0.9740372,0,0
4.3,1,1,0.9811661,0,0
4.4,1,1,0.9871326,0,0
4.5,1,1,0.9919238,0,0
4.6,1,1,0.995528,0,0
4.7,1,1,0.9986475,0,0
4.8,1,1,0.9998496,0,0
4.9,1,1,0.9998369,0,0
5,1,1,0.9980982,0,0
5.1,1,1,0.9956378,0,0
5.2,1,1,0.9919488,0,0
5.3,1,1,0.9870299,0,0
5.4,1,1,0.9808806,0,0
5.5,1,1,0.9813408,0,0
5.6,1,1,0.9739523,0,0
5.7,1,1,0.9646712,0,0
5.8,1,1,0.9548327,0,0
5.9,1,1,0.9437794,0,0
6,1,1,0.9545079,0,0
6.1,1,1,0.9434169,0,0
6.2,1,1,0.9413821,0,0
6.3,1,1,0.954003,0,0
6.4,1,1,0.9435411,0,0
6.5,1,1,0.9307219,0,0
6.6,1,1,0.9176393,0,0
6.7,1,1,0.9302331,0,0
6.8,1,1,0.9299956,0,0
6.9,1,1,0.9147726,0,0
7,1,1,0.9251629,0,0
7.1,1,1,0.9076263,0,0
7.2,1,1,0.892758,0,0
7.3,1,1,0.8767289,0,0
7.4,1,1,0.8634546,0,0
7.5,1,1,0.8480085,0,0
7.6,1,1,0.8257558,0,0
7.7,1,1,0.8081062,0,0
7.8,1,1,0.8245947,0,0
7.9,1,1,0.8068845,0,0
8,0,1,0.7823876,0,0
8.099999,0,1,0.7558755,0,0
8.2,0,1,0.732156,0,0
8.3,0,1,0.7495514,0,0
8.4,0,1,0.7651914,0,0
8.5,0,1,0.7357191,0,0
8.599999,0,1,0.7273772,0,0
8.7,0,1,0.7403039,0,0
8.8,0,1,0.7514795,0,0
8.9,0,1,0.74044,0,0
9,0,1,0.7489173,0,0
9.099999,0,1,0.7481168,0,0
9.2,0,1,0.7781122,0,0
9.3,0,1,0.7848638,0,0
9.4,0,1,0.7654474,0,0
9.5,0,1,0.7328315,0,0
9.599999,0,1,0.7441907,0,0
9.7,0,1,0.7630904,0,0
9.8,0,1,0.7924559,0,0
9.9,1,1,0.8096465,0,0
10,1,1,0.8014886,0,0
10.1,0,1,0.7913347,0,0
10.2,1,1,0.8180369,0,0
10.3,1,1,0.8428649,0,0
10.4,1,1,0.8518022,0,0
10.5,1,1,0.8672466,0,0
10.6,1,1,0.8731434,0,0
10.7,1,1,0.8812766,0,0
10.8,1,1,0.8733987,0,0
10.9,1,1,0.8879564,0,0
11,1,1,0.9079608,0,0
11.1,1,1,0.9011571,0,0
