Time,target 1:gun 2:fighter,gun_active,vector,shoot,die
200.1,0,0,0,0,0
200.1,-1,0,-0.3740395,0,0
200.1,-1,0,-0.9544886,0,0
200.1,-1,0,-0.6262795,0,0
200.1,-1,0,-0.7989793,0,0
200.1,-1,0,-0.7661694,0,0
200.2,0,0,0,0,0
200.2,-1,0,-0.4113321,0,0
200.2,-1,0,-0.9629362,0,0
200.2,-1,0,-0.6529453,0,0
200.2,-1,0,-0.821237,0,0
200.2,-1,0,-0.7892723,0,0
200.3,0,0,0,0,0
200.3,-1,0,-0.4473838,0,0
200.3,-1,0,-0.9692342,0,0
200.3,-1,0,-0.6780165,0,0
200.3,-1,0,-0.8412088,0,0
200.3,-1,0,-0.810264,0,0
200.4,0,0,0,0,0
200.4,-1,0,-0.4820733,0,0
200.4,-1,0,-0.9734054,0,0
200.4,-1,0,-0.7014297,0,0
200.4,-1,0,-0.8588396,0,0
200.4,-1,0,-0.8291179,0,0
200.5,0,0,0,0,0
200.5,-1,0,-0.5152957,0,0
200.5,-1,0,-0.9754383,0,0
200.5,-1,0,-0.7231257,0,0
200.5,-1,0,-0.874106,0,0
200.5,-1,0,-0.8457557,0,0
200.6,0,0,0,0,0
200.6,-1,0,-0.5469574,0,0
200.6,-1,0,-0.9753665,0,0
200.6,-1,0,-0.7430521,0,0
200.6,-1,0,-0.8869598,0,0
200.6,-1,0,-0.8601568,0,0
200.7,0,0,0,0,0
200.7,-1,0,-0.5769596,0,0
200.7,-1,0,-0.9732338,0,0
200.7,-1,0,-0.7611672,0,0
200.7,-1,0,-0.8973671,0,0
200.7,-1,0,-0.8723291,0,0
200.8,0,0,0,0,0
200.8,-1,0,-0.6052355,0,0
200.8,-1,0,-0.9690562,0,0
200.8,-1,0,-0.7774367,0,0
200.8,-1,0,-0.905324,0,0
200.8,-1,0,-0.8822314,0,0
200.9,0,0,0,0,0
200.9,-1,0,-0.6316833,0,0
200.9,-1,0,-0.9628897,0,0
200.9,-1,0,-0.7918252,0,0
200.9,-1,0,-0.9108311,0,0
