Time,target 1:gun 2:fighter,gun_active,vector,shoot,die
0,-1,1,-0.938453,0,0
0.09999999,-1,1,-0.9519735,0,0
0.2,-1,1,-0.9420027,0,0
0.3,-1,1,-0.9420516,0,0
0.4,-1,1,-0.9287415,0,0
0.5,-1,1,-0.9265788,0,0
0.6,-1,1,-0.9233044,0,0
0.7,-1,1,-0.9189304,0,0
0.8,-1,1,-0.9002455,0,0
0.9,-1,1,-0.8794932,0,0
1,-1,1,-0.8567343,0,0
1.1,-1,1,-0.8320316,0,0
1.2,-1,1,-0.8490703,0,0
1.3,-1,1,-0.8397456,0,0
1.4,-1,1,-0.8132239,0,0
1.5,-1,1,-0.8020666,0,0
1.6,-1,1,-0.7728484,0,0
1.7,-1,1,-0.7419105,0,0
1.8,-1,1,-0.7429695,0,0
1.9,-1,1,-0.7104404,0,0
2,-1,1,-0.6960739,0,0
2.1,-1,1,-0.6612437,0,0
2.2,-1,1,-0.6420943,0,0
2.3,-1,1,-0.60516,0,0
2.4,-1,1,-0.5888263,0,0
2.5,-1,1,-0.5499665,0,0
2.6,-1,1,-0.5324354,0,0
2.7,-1,1,-0.5341016,0,0
2.8,-1,1,-0.5160049,0,0
2.9,-1,1,-0.4749287,0,0
3,-1,1,-0.4328331,0,0
3.1,-1,1,-0.3898107,0,0
3.2,-1,1,-0.3459565,0,0
3.3,-1,1,-0.3013654,0,0
3.4,-1,1,-0.2561338,0,0
3.5,-1,1,-0.2103594,0,0
3.6,-1,1,-0.1641397,0,0
3.7,-1,1,-0.1409712,0,0
3.8,-1,1,-0.094276,0,0
3.9,-1,1,-0.04738218,0,0
4,-1,1,-0.0003882164,0,0
4.1,0,1,0.04660615,0,0
4.2,0,1,0.0935019,0,0
4.3,0,1,0.1402,0,0
4.4,0,1,0.1866013,0,0
4.5,0,1,0.2326076,0,0
4.6,0,1,0.2781207,0,0
4.7,0,1,0.323043,0,0
4.8,0,1,0.3672781,0,0
4.9,0,1,0.3626871,0,0
5,0,1,0.4061732,0,0
5.1,0,1,0.4487913,0,0
5.2,0,1,0.4904479,0,0
5.3,0,1,0.5310503,0,0
5.4,0,1,0.5705073,0,0
5.5,0,1,0.6087294,0,0
5.6,0,1,0.6456287,0,0
5.7,0,1,0.6811193,0,0
5.8,0,1,0.7151167,0,0
5.9,0,1,0.7161267,0,0
6,0,1,0.7153975,0,0
6.1,0,1,0.7129223,0,0
6.2,0,1,0.7455083,0,0
6.3,0,1,0.7764453,0,0
6.4,1,1,0.8056564,0,0
6.5,1,1,0.801622,0,0
6.6,0,1,0.7956103,0,0
6.7,0,1,0.787625,0,0
6.8,0,1,0.7968943,0,0
6.9,1,1,0.8041167,0,0
7,0,1,0.7951645,0,0
7.1,0,1,0.7842227,0,0
7.2,1,1,0.8109871,0,0
7.3,0,1,0.7981142,0,0
7.4,1,1,0.8230693,0,0
7.5,1,1,0.8082117,0,0
7.6,1,1,0.8313113,0,0
7.7,1,1,0.8525179,0,0
7.8,1,1,0.8356543,0,0
7.9,1,1,0.834918,0,0
8,1,1,0.854205,0,0
8.099999,1,1,0.8698257,0,0
8.2,1,1,0.8706048,0,0
8.3,1,1,0.8869907,0,0
8.4,1,1,0.9013149,0,0
8.5,1,1,0.8833253,0,0
8.599999,1,1,0.895514,0,0
8.7,1,1,0.9055933,0,0
8.8,1,1,0.9187045,0,0
8.9,1,1,0.8995369,0,0
9,1,1,0.9126809,0,0
9.099999,1,1,0.8922914,0,0
9.2,1,1,0.8980329,0,0
9.3,1,1,0.9016161,0,0
9.4,1,1,0.9030184,0,0
9.5,1,1,0.9227027,0,0
9.599999,1,1,0.9402701,0,0
9.7,1,1,0.9474317,0,0
9.8,1,1,0.9617376,0,0
9.9,1,1,0.958429,0,0
10,1,1,0.9705098,0,0
10.1,1,1,0.9620465,0,0
10.2,1,1,0.973022,0,0
10.3,1,1,0.9661806,0,0
10.4,1,1,0.9548001,0,0
10.5,1,1,0.9410024,0,0
10.6,1,1,0.954309,0,0
10.7,1,1,0.9404426,0,0
10.8,1,1,0.9469789,0,0
10.9,1,1,0.9564082,0,0
11,1,1,0.9601932,0,0
11.1,1,1,0.9714062,0,0
11.2,1,1,0.964327,0,0
11.3,1,1,0.9548376,0,0
