Time,target 1:gun 2:fighter,gun_active,vector,shoot,die
0,-1,1,-0.03704459,0,0
0.09999999,-1,1,-0.03685212,0,0
0.2,-1,1,-0.03875411,0,0
0.3,-1,1,-0.03851518,0,0
0.4,-1,1,-0.003406579,0,0
0.5,-1,1,-0.007501931,0,0
0.6,-1,1,-0.01158753,0,0
0.7,-1,1,-0.01130958,0,0
0.8,-1,1,-0.01321352,0,0
0.9,-1,1,-0.01729755,0,0
1,-1,1,-0.05616715,0,0
1.1,-1,1,-0.09489165,0,0
1.2,-1,1,-0.09875987,0,0
1.3,-1,1,-0.1025055,0,0
1.4,-1,1,-0.1407138,0,0
1.5,-1,1,-0.1769907,0,0
1.6,-1,1,-0.213016,0,0
1.7,-1,1,-0.216352,0,0
1.8,-1,1,-0.2194204,0,0
1.9,-1,1,-0.2551035,0,0
2,-1,1,-0.2913865,0,0
2.1,-1,1,-0.293738,0,0
2.2,-1,1,-0.2954699,0,0
2.3,-1,1,-0.2974554,0,0
2.4,-1,1,-0.2991811,0,0
2.5,-1,1,-0.3007969,0,0
2.6,-1,1,-0.3025169,0,0
2.7,-1,1,-0.3372849,0,0
2.8,-1,1,-0.3710764,0,0
2.9,-1,1,-0.371761,0,0
3,-1,1,-0.3394235,0,0
3.1,-1,1,-0.3718266,0,0
3.2,-1,1,-0.3711907,0,0
3.3,-1,1,-0.4021522,0,0
3.4,-1,1,-0.4037286,0,0
3.5,-1,1,-0.4053015,0,0
3.6,-1,1,-0.4036803,0,0
3.7,-1,1,-0.4015711,0,0
3.8,-1,1,-0.3989778,0,0
3.9,-1,1,-0.4005531,0,0
4,-1,1,-0.3974785,0,0
4.1,-1,1,-0.4252967,0,0
4.2,-1,1,-0.4268278,0,0
4.3,-1,1,-0.4227219,0,0
4.4,-1,1,-0.4181111,0,0
4.5,-1,1,-0.3817362,0,0
4.6,-1,1,-0.376216,0,0
4.7,-1,1,-0.3385654,0,0
4.8,-1,1,-0.3322359,0,0
4.9,-1,1,-0.3571649,0,0
5,-1,1,-0.3499841,0,0
5.1,-1,1,-0.3735707,0,0
5.2,-1,1,-0.3843794,0,0
5.3,-1,1,-0.3859602,0,0
5.4,-1,1,-0.3875376,0,0
5.5,-1,1,-0.3799166,0,0
5.6,-1,1,-0.3906879,0,0
5.7,-1,1,-0.413655,0,0
5.8,-1,1,-0.4355673,0,0
5.9,-1,1,-0.3968427,0,0
6,-1,1,-0.3572349,0,0
6.1,-1,1,-0.3477382,0,0
6.2,-1,1,-0.3069569,0,0
6.3,-1,1,-0.2654953,0,0
6.4,-1,1,-0.2549907,0,0
6.5,-1,1,-0.2754081,0,0
6.6,-1,1,-0.3079759,0,0
6.7,-1,1,-0.2787887,0,0
6.8,-1,1,-0.2364797,0,0
6.9,-1,1,-0.2250919,0,0
7,-1,1,-0.2134441,0,0
7.1,-1,1,-0.2327001,0,0
7.2,-1,1,-0.2205158,0,0
7.3,-1,1,-0.2389276,0,0
7.4,-1,1,-0.2098163,0,0
7.5,-1,1,-0.1660498,0,0
7.6,-1,1,-0.1531873,0,0
7.7,-1,1,-0.1401487,0,0
7.8,-1,1,-0.1106972,0,0
7.9,-1,1,-0.06616275,0,0
8,-1,1,-0.02148171,0,0
8.099999,-1,1,-0.03967407,0,0
8.2,-1,1,-0.0577713,0,0
8.3,-1,1,-0.0130064,0,0
8.4,0,1,0.0317886,0,0
8.5,0,1,0.01372782,0,0
8.599999,0,1,0.02706121,0,0
8.7,0,1,0.04036389,0,0
8.8,0,1,0.08502124,0,0
8.9,0,1,0.06677947,0,0
9,0,1,0.1112716,0,0
9.099999,0,1,0.1242394,0,0
9.2,0,1,0.168347,0,0
9.3,0,1,0.2120867,0,0
9.4,0,1,0.2553621,0,0
9.5,0,1,0.2675327,0,0
9.599999,0,1,0.2485113,0,0
9.7,0,1,0.2909484,0,0
9.8,0,1,0.3327459,0,0
9.9,0,1,0.3738107,0,0
10,0,1,0.4140505,0,0
10.1,0,1,0.4533744,0,0
10.2,0,1,0.4916929,0,0
10.3,0,1,0.4504738,0,0
10.4,0,1,0.4307596,0,0
10.5,0,1,0.4691638,0,0
10.6,0,1,0.5065256,0,0
10.7,0,1,0.5427589,0,0
10.8,0,1,0.5777794,0,0
10.9,0,1,0.556994,0,0
11,0,1,0.5752882,0,0
11.1,0,1,0.5544448,0,0
11.2,0,1,0.5882497,0,0
11.3,0,1,0.5937235,0,0
11.4,0,1,0.6255279,0,0
11.5,0,1,0.6025445,0,0
11.6,0,1,0.632943,0,0
11.7,0,1,0.653684,0,0
11.8,0,1,0.6827081,0,0
11.9,0,1,0.6597542,0,0
12,0,1,0.6872275,0,0
12.1,0,1,0.6576617,0,0
12.2,0,1,0.6329525,0,0
12.3,0,1,0.6066072,0,0
12.4,0,1,0.6341495,0,0
12.5,0,1,0.6602466,0,0
12.6,0,1,0.6848331,0,0
12.7,0,1,0.6827977,0,0
12.8,0,1,0.6540065,0,0
12.9,0,1,0.6762003,0,0
13,0,1,0.6716751,0,0
13.1,0,1,0.6403037,0,0
13.2,0,1,0.6601155,0,0
13.3,0,1,0.62705,0,0
13.4,0,1,0.5923329,0,0
13.5,0,1,0.6105676,0,0
13.6,0,1,0.6273808,0,0
13.7,0,1,0.5910553,0,0
13.8,0,1,0.5531617,0,0
13.9,0,1,0.513795,0,0
14,0,1,0.5290669,0,0
14.1,0,1,0.5430999,0,0
14.2,0,1,0.5023041,0,0
14.3,0,1,0.5150358,0,0
14.4,0,1,0.4864526,0,0
14.5,0,1,0.4571952,0,0
14.6,0,1,0.4137251,0,0
14.7,0,1,0.3691395,0,0
14.8,0,1,0.3818021,0,0
14.9,0,1,0.3935676,0,0
15,0,1,0.3763994,0,0
15.1,0,1,0.3302503,0,0
15.2,0,1,0.340616,0,0
15.3,0,1,0.3501776,0,0
15.4,0,1,0.3030731,0,0
15.5,0,1,0.2551446,0,0
15.6,0,1,0.2353494,0,0
15.7,0,1,0.1864114,0,0
15.8,0,1,0.1948723,0,0
15.9,0,1,0.1454029,0,0
16,0,1,0.09553523,0,0
16.1,0,1,0.0745509,0,0
16.2,0,1,0.0534668,0,0
16.3,0,1,0.003185261,0,0
16.4,-1,1,-0.04710659,0,0
16.5,-1,1,-0.09727138,0,0
16.6,-1,1,-0.1182416,0,0
16.7,-1,1,-0.1679636,0,0
16.8,-1,1,-0.1885376,0,0
16.9,-1,1,-0.2088592,0,0
17,-1,1,-0.2575445,0,0
17.1,-1,1,-0.3055314,0,0
17.2,-1,1,-0.3526905,0,0
17.3,-1,1,-0.3988959,0,0
17.4,-1,1,-0.4440248,0,0
17.5,-1,1,-0.4879581,0,0
17.6,-1,1,-0.5305809,0,0
17.7,-1,1,-0.5717832,0,0
17.8,-1,1,-0.6114593,0,0
17.9,-1,1,-0.6495089,0,0
18,-1,1,-0.6630735,0,0
18.1,-1,1,-0.6985051,0,0
18.2,-1,1,-0.7320963,0,0
18.3,-1,1,-0.7637673,0,0
18.4,-1,1,-0.7934434,0,0
18.5,-1,1,-0.8210564,0,0
18.6,-1,1,-0.8465444,0,0
18.7,-1,1,-0.8529795,0,0
18.8,-1,1,-0.8751867,0,0
18.9,-1,1,-0.8951569,0,0
19,-1,1,-0.9128504,0,0
19.1,-1,1,-0.9282346,0,0
19.2,-1,1,-0.9289382,0,0
19.3,-1,1,-0.9408306,0,0
19.4,-1,1,-0.9503744,0,0
19.5,-1,1,-0.9364399,0,0
19.6,-1,1,-0.9325566,0,0
19.7,-1,1,-0.9386598,0,0
19.8,-1,1,-0.932511,0,0
19.9,-1,1,-0.9351866,0,0
20,-1,1,-0.9355768,0,0
20.1,-1,1,-0.9336928,0,0
20.2,-1,1,-0.9295509,0,0
20.3,-1,1,-0.9231728,0,0
20.4,-1,1,-0.9145851,0,0
20.5,-1,1,-0.8965358,0,0
20.6,-1,1,-0.8763979,0,0
20.7,-1,1,-0.8605586,0,0
20.8,-1,1,-0.8490219,0,0
20.9,-1,1,-0.8354775,0,0
21,-1,1,-0.8167506,0,0
21.1,-1,1,-0.7971151,0,0
21.2,-1,1,-0.7724081,0,0
21.3,-1,1,-0.7552381,0,0
21.4,-1,1,-0.7363052,0,0
21.5,-1,1,-0.7132891,0,0
21.6,-1,1,-0.6862574,0,0
21.7,-1,1,-0.6617255,0,0
21.8,-1,1,-0.6324311,0,0
21.9,-1,1,-0.6017016,0,0
22,-1,1,-0.575143,0,0
22.1,-1,1,-0.5479676,0,0
22.2,-1,1,-0.5250424,0,0
22.3,-1,1,-0.4918921,0,0
22.4,-1,1,-0.4630475,0,0
22.5,-1,1,-0.4283221,0,0
22.6,-1,1,-0.3985411,0,0
22.7,-1,1,-0.3683393,0,0
22.8,-1,1,-0.3377493,0,0
22.9,-1,1,-0.3068041,0,0
23,-1,1,-0.2755368,0,0
23.1,-1,1,-0.2439805,0,0
23.2,-1,1,-0.2121686,0,0
23.3,-1,1,-0.1856452,0,0
23.4,-1,1,-0.1479194,0,0
23.5,-1,1,-0.1210442,0,0
23.6,-1,1,-0.08853374,0,0
23.7,-1,1,-0.05045876,0,0
23.8,-1,1,-0.01780439,0,0
23.9,0,1,0.01486822,0,0
24,0,1,0.04752536,0,0
24.1,0,1,0.08013286,0,0
24.2,0,1,0.1126564,0,0
24.3,0,1,0.1504961,0,0
24.4,0,1,0.1827477,0,0
24.5,0,1,0.2148083,0,0
24.6,0,1,0.2518575,0,0
24.7,0,1,0.2883396,0,0
24.8,0,1,0.3196191,0,0
24.9,0,1,0.3505625,0,0
25,0,1,0.3811369,0,0
25.1,0,1,0.4113096,0,0
25.2,0,1,0.4410476,0,0
25.3,0,1,0.4747961,0,0
25.4,0,1,0.5074705,0,0
25.5,0,1,0.5357127,0,0
25.6,0,1,0.5666508,0,0
25.7,0,1,0.5937225,0,0
25.8,0,1,0.620157,0,0
25.9,0,1,0.5913973,0,0
26,0,1,0.620456,0,0
26.1,0,1,0.648096,0,0
26.2,0,1,0.6732275,0,0
26.3,0,1,0.6976299,0,0
26.4,0,1,0.7194146,0,0
26.5,0,1,0.7441222,0,0
26.6,0,1,0.7643026,0,0
26.7,0,1,0.785502,0,0
26.8,1,1,0.8058345,0,0
26.9,1,1,0.8252736,0,0
27,1,1,0.8456266,0,0
27.1,1,1,0.8632069,0,0
27.2,1,1,0.8806109,0,0
27.3,1,1,0.8962305,0,0
27.4,1,1,0.9100235,0,0
27.5,1,1,0.9243932,0,0
27.6,1,1,0.9365779,0,0
27.7,1,1,0.9483247,0,0
27.8,1,1,0.9583333,0,0
27.9,1,1,0.9675489,0,0
28,1,1,0.974131,0,0
28.1,1,1,0.9825668,0,0
28.2,1,1,0.9883438,0,0
28.3,1,1,0.9914343,0,0
28.4,1,1,0.9921203,0,0
28.5,1,1,0.9903859,0,0
28.6,1,1,0.995332,0,0
28.7,1,1,0.9911762,0,0
28.8,1,1,0.9897497,0,0
28.9,1,1,0.9910821,0,0
29,1,1,0.9900022,0,0
29.1,1,1,0.9821529,0,0
29.2,1,1,0.9718605,0,0
29.3,1,1,0.9591371,0,0
29.4,1,1,0.9440009,0,0
29.5,1,1,0.9339917,0,0
29.6,1,1,0.9152668,0,0
29.7,1,1,0.9103975,0,0
29.8,1,1,0.9032813,0,0
29.9,1,1,0.8939245,0,0
30,1,1,0.8823384,0,0
30.1,1,1,0.8685402,0,0
30.2,1,1,0.8504009,0,0
30.3,1,1,0.8333009,0,0
30.4,1,1,0.8140851,0,0
30.5,0,1,0.7927922,0,0
30.6,0,1,0.769467,0,0
30.7,0,1,0.766923,0,0
30.8,0,1,0.7879782,0,0
30.9,1,1,0.8054687,0,0
31,1,1,0.8210732,0,0
31.1,0,1,0.7957152,0,0
31.2,1,1,0.8093635,0,0
31.3,1,1,0.8334563,0,0
31.4,1,1,0.8509619,0,0
31.5,1,1,0.8721863,0,0
31.6,1,1,0.8913903,0,0
31.7,1,1,0.9085184,0,0
31.8,1,1,0.9195632,0,0
31.9,1,1,0.9284216,0,0
32,1,1,0.9350599,0,0
32.1,1,1,0.9454098,0,0
32.2,1,1,0.948688,0,0
32.3,1,1,0.949666,0,0
32.4,1,1,0.9483286,0,0
32.5,1,1,0.9624968,0,0
32.6,1,1,0.9743974,0,0
32.7,1,1,0.9839889,0,0
32.8,1,1,0.9912353,0,0
32.9,1,1,0.9923047,0,0
33,1,1,0.9946789,0,0
33.1,1,1,0.9921232,0,0
33.2,1,1,0.9859458,0,0
33.3,1,1,0.9858881,0,0
33.4,1,1,0.9808598,0,0
33.5,1,1,0.9869777,0,0
33.6,1,1,0.990721,0,0
33.7,1,1,0.9832679,0,0
33.8,1,1,0.973367,0,0
33.9,1,1,0.9746742,0,0
34,1,1,0.962316,0,0
34.1,1,1,0.9475325,0,0
34.2,1,1,0.9303455,0,0
34.3,1,1,0.910785,0,0
34.4,1,1,0.8995347,0,0
34.5,1,1,0.8871216,0,0
34.6,1,1,0.8628845,0,0
34.7,1,1,0.8588451,0,0
34.8,1,1,0.8323109,0,0
34.9,1,1,0.8153449,0,0
35,0,1,0.7972946,0,0
35.1,0,1,0.7781783,0,0
35.2,0,1,0.7462526,0,0
35.3,0,1,0.7368339,0,0
35.4,0,1,0.7255755,0,0
35.5,0,1,0.7124975,0,0
35.6,0,1,0.6976237,0,0
35.7,0,1,0.6809838,0,0
35.8,0,1,0.6873642,0,0
35.9,0,1,0.6681419,0,0
36,0,1,0.6472093,0,0
36.1,0,1,0.6135644,0,0
36.2,0,1,0.6446345,0,0
36.3,0,1,0.6742594,0,0
